Sales Person,Geography,Product,Date,Amount,Customers,Boxes
Jehu Rudeforth,New Zealand,Milk Bars,9/1/2021,6132.00,88,212
Camilla Castle,UK,Orange Choco,9/2/2021,910.00,213,114
Mallorie Waber,Canada,Raspberry Choco,9/2/2021,2212.00,302,101
Kelci Walkden,Australia,Organic Choco Syrup,9/2/2021,5796.00,137,207
Mallorie Waber,Australia,Mint Chip Choco,9/2/2021,20181.00,414,1010
Ches Bonnell,Australia,Fruit & Nut Bars,9/2/2021,6272.00,198,571
Mallorie Waber,New Zealand,Orange Choco,9/2/2021,3171.00,99,244
Karlen McCaffrey,UK,85% Dark Bars,9/2/2021,567.00,230,27
Gigi Bohling,Canada,Baker's Choco Chips,9/2/2021,1701.00,398,171
Dennison Crosswaite,Australia,Smooth Sliky Salty,9/3/2021,11704.00,129,836
Brien Boise,USA,Mint Chip Choco,9/3/2021,420.00,85,25
Madelene Upcott,UK,Orange Choco,9/3/2021,840.00,115,60
Gigi Bohling,Canada,White Choc,9/3/2021,9940.00,311,663
Gigi Bohling,Australia,Eclairs,9/3/2021,7392.00,189,528
Marney O'Breen,UK,Fruit & Nut Bars,9/3/2021,434.00,246,28
Kaine Padly,USA,50% Dark Bites,9/3/2021,2982.00,72,187
Jan Morforth,New Zealand,Manuka Honey Choco,9/6/2021,357.00,139,11
Andria Kimpton,Canada,Organic Choco Syrup,9/6/2021,12999.00,134,500
Gunar Cockshoot,UK,Mint Chip Choco,9/6/2021,3920.00,110,280
Barr Faughny,India,Almond Choco,9/6/2021,6741.00,100,338
Jehu Rudeforth,UK,Peanut Butter Cubes,9/6/2021,4529.00,353,175
Brien Boise,USA,50% Dark Bites,9/6/2021,4340.00,80,543
Barr Faughny,India,Spicy Special Slims,9/7/2021,10262.00,5,467
Karlen McCaffrey,New Zealand,Baker's Choco Chips,9/7/2021,5845.00,108,488
Oby Sorrel,Canada,Peanut Butter Cubes,9/7/2021,3577.00,30,144
Marney O'Breen,USA,Choco Coated Almonds,9/7/2021,5789.00,54,414
Dotty Strutley,Australia,99% Dark & Pure,9/8/2021,2912.00,285,133
Curtice Advani,Australia,Manuka Honey Choco,9/8/2021,182.00,140,7
Roddy Speechley,UK,Baker's Choco Chips,9/8/2021,5152.00,29,573
Mallorie Waber,India,Drinking Coco,9/8/2021,10206.00,75,444
Dennison Crosswaite,Canada,Drinking Coco,9/8/2021,4347.00,73,189
Marney O'Breen,India,Raspberry Choco,9/8/2021,4935.00,520,260
Ches Bonnell,Australia,85% Dark Bars,9/8/2021,1813.00,490,96
Brien Boise,Canada,Organic Choco Syrup,9/8/2021,2289.00,105,74
Ches Bonnell,USA,White Choc,9/8/2021,3794.00,35,422
Jan Morforth,USA,Caramel Stuffed Bars,9/9/2021,5278.00,216,203
Barr Faughny,New Zealand,Organic Choco Syrup,9/9/2021,2940.00,112,95
Husein Augar,India,Fruit & Nut Bars,9/9/2021,8120.00,138,452
Karlen McCaffrey,India,Smooth Sliky Salty,9/9/2021,5565.00,55,279
Madelene Upcott,Australia,Milk Bars,9/9/2021,1526.00,94,64
Mallorie Waber,New Zealand,Organic Choco Syrup,9/9/2021,9611.00,5,418
Jehu Rudeforth,UK,99% Dark & Pure,9/10/2021,7518.00,197,342
Dennison Crosswaite,UK,85% Dark Bars,9/10/2021,13580.00,129,591
Wilone O'Kielt,USA,Spicy Special Slims,9/10/2021,3976.00,32,160
Gigi Bohling,New Zealand,White Choc,9/10/2021,11277.00,87,664
Barr Faughny,Australia,Spicy Special Slims,9/10/2021,5068.00,110,242
Ches Bonnell,India,Orange Choco,9/10/2021,8267.00,107,689
Rafaelita Blaksland,India,99% Dark & Pure,9/10/2021,8862.00,345,522
Van Tuxwell,Canada,Drinking Coco,9/10/2021,15015.00,360,653
Curtice Advani,India,99% Dark & Pure,9/10/2021,4438.00,135,247
Kelci Walkden,Australia,99% Dark & Pure,9/10/2021,9128.00,419,508
Jehu Rudeforth,Canada,Choco Coated Almonds,9/10/2021,2709.00,414,129
Gigi Bohling,UK,Milk Bars,9/10/2021,15960.00,18,639
Marney O'Breen,India,Milk Bars,9/10/2021,5439.00,199,182
Wilone O'Kielt,Australia,99% Dark & Pure,9/10/2021,1540.00,109,74
Madelene Upcott,Australia,After Nines,9/10/2021,14728.00,125,476
Rafaelita Blaksland,India,After Nines,9/10/2021,4704.00,200,157
Beverie Moffet,Canada,Almond Choco,9/10/2021,1540.00,108,74
Ches Bonnell,New Zealand,Caramel Stuffed Bars,9/10/2021,11109.00,88,428
Jan Morforth,New Zealand,White Choc,9/10/2021,1638.00,92,182
Madelene Upcott,New Zealand,Eclairs,9/10/2021,2541.00,98,128
Kaine Padly,Canada,Peanut Butter Cubes,9/10/2021,231.00,184,12
Karlen McCaffrey,India,Peanut Butter Cubes,9/10/2021,11249.00,70,490
Barr Faughny,UK,Mint Chip Choco,9/10/2021,5306.00,120,332
Curtice Advani,Canada,85% Dark Bars,9/10/2021,2079.00,164,123
Brien Boise,New Zealand,85% Dark Bars,9/10/2021,1148.00,113,61
Jehu Rudeforth,Canada,Fruit & Nut Bars,9/13/2021,322.00,123,33
Kelci Walkden,UK,Organic Choco Syrup,9/13/2021,1239.00,71,42
Ches Bonnell,India,Milk Bars,9/13/2021,16681.00,274,596
Jehu Rudeforth,New Zealand,Mint Chip Choco,9/13/2021,98.00,212,6
Wilone O'Kielt,UK,After Nines,9/13/2021,5649.00,134,202
Ches Bonnell,USA,Choco Coated Almonds,9/13/2021,2870.00,278,180
Kaine Padly,New Zealand,Almond Choco,9/13/2021,4151.00,184,219
Andria Kimpton,Australia,Caramel Stuffed Bars,9/13/2021,3962.00,64,159
Roddy Speechley,New Zealand,Organic Choco Syrup,9/13/2021,7119.00,41,238
Gunar Cockshoot,USA,Organic Choco Syrup,9/13/2021,1393.00,42,52
Brien Boise,UK,Peanut Butter Cubes,9/13/2021,9506.00,98,414
Jan Morforth,Canada,99% Dark & Pure,9/13/2021,8897.00,172,495
Husein Augar,Australia,Choco Coated Almonds,9/13/2021,12019.00,111,752
Marney O'Breen,Australia,Spicy Special Slims,9/13/2021,12439.00,160,622
Gigi Bohling,India,Peanut Butter Cubes,9/13/2021,3612.00,372,191
Roddy Speechley,USA,99% Dark & Pure,9/13/2021,2646.00,367,111
Andria Kimpton,USA,Choco Coated Almonds,9/13/2021,511.00,352,35
Curtice Advani,New Zealand,Almond Choco,9/13/2021,4207.00,7,192
Madelene Upcott,Canada,Fruit & Nut Bars,9/13/2021,10290.00,79,606
Brien Boise,New Zealand,Drinking Coco,9/13/2021,6069.00,287,264
Dennison Crosswaite,USA,Drinking Coco,9/14/2021,12292.00,82,410
Kaine Padly,New Zealand,Baker's Choco Chips,9/14/2021,3794.00,235,475
Andria Kimpton,UK,Drinking Coco,9/14/2021,16793.00,34,700
Husein Augar,UK,50% Dark Bites,9/14/2021,5327.00,103,381
Wilone O'Kielt,UK,Smooth Sliky Salty,9/14/2021,1267.00,259,61
Beverie Moffet,New Zealand,Peanut Butter Cubes,9/14/2021,3514.00,320,185
Wilone O'Kielt,USA,Almond Choco,9/14/2021,10157.00,59,535
Kaine Padly,USA,Spicy Special Slims,9/14/2021,9555.00,23,399
Husein Augar,USA,Raspberry Choco,9/14/2021,8960.00,71,427
Madelene Upcott,India,Spicy Special Slims,9/14/2021,581.00,98,21
Beverie Moffet,USA,Fruit & Nut Bars,9/15/2021,735.00,37,41
Madelene Upcott,Canada,Manuka Honey Choco,9/15/2021,7084.00,59,284
Marney O'Breen,UK,After Nines,9/15/2021,4438.00,331,139
Dotty Strutley,New Zealand,Fruit & Nut Bars,9/15/2021,9646.00,153,603
Dotty Strutley,USA,Fruit & Nut Bars,9/15/2021,3759.00,9,290
Oby Sorrel,India,Eclairs,9/15/2021,721.00,265,38
Gigi Bohling,New Zealand,Orange Choco,9/15/2021,5887.00,2,655
Jehu Rudeforth,India,Choco Coated Almonds,9/15/2021,7924.00,41,496
Rafaelita Blaksland,USA,99% Dark & Pure,9/15/2021,7343.00,161,306
Oby Sorrel,New Zealand,Baker's Choco Chips,9/15/2021,994.00,215,83
Husein Augar,India,Organic Choco Syrup,9/15/2021,1568.00,278,66
Kaine Padly,Australia,Mint Chip Choco,9/15/2021,959.00,160,57
Madelene Upcott,UK,Baker's Choco Chips,9/15/2021,5355.00,207,670
Wilone O'Kielt,Australia,Fruit & Nut Bars,9/15/2021,12915.00,160,1175
Oby Sorrel,India,Mint Chip Choco,9/16/2021,5621.00,388,352
Van Tuxwell,USA,Orange Choco,9/16/2021,5089.00,94,364
Brien Boise,New Zealand,Choco Coated Almonds,9/16/2021,13993.00,83,737
Beverie Moffet,New Zealand,Organic Choco Syrup,9/16/2021,4242.00,113,152
Van Tuxwell,Canada,Orange Choco,9/16/2021,2842.00,253,406
Wilone O'Kielt,Australia,Drinking Coco,9/17/2021,8862.00,342,370
Van Tuxwell,USA,85% Dark Bars,9/17/2021,19054.00,49,794
Brien Boise,Canada,70% Dark Bites,9/17/2021,5551.00,102,694
Marney O'Breen,UK,Mint Chip Choco,9/17/2021,1946.00,176,93
Marney O'Breen,UK,Choco Coated Almonds,9/17/2021,966.00,32,44
Jan Morforth,UK,Milk Bars,9/17/2021,2730.00,56,119
Dennison Crosswaite,India,Drinking Coco,9/17/2021,10010.00,257,358
Gunar Cockshoot,Canada,Raspberry Choco,9/17/2021,4529.00,126,302
Karlen McCaffrey,India,70% Dark Bites,9/17/2021,9891.00,105,660
Madelene Upcott,Canada,Caramel Stuffed Bars,9/17/2021,2275.00,115,99
Mallorie Waber,Australia,Caramel Stuffed Bars,9/20/2021,3241.00,178,116
Dennison Crosswaite,UK,70% Dark Bites,9/20/2021,917.00,667,66
Gigi Bohling,New Zealand,99% Dark & Pure,9/20/2021,3913.00,219,245
Roddy Speechley,UK,Caramel Stuffed Bars,9/21/2021,1792.00,94,75
Jehu Rudeforth,Australia,Smooth Sliky Salty,9/21/2021,5761.00,224,339
Jehu Rudeforth,Australia,Manuka Honey Choco,9/21/2021,5327.00,14,214
Ches Bonnell,India,85% Dark Bars,9/21/2021,1519.00,181,95
Oby Sorrel,USA,85% Dark Bars,9/21/2021,11326.00,110,515
Jehu Rudeforth,UK,Raspberry Choco,9/21/2021,7252.00,223,427
Mallorie Waber,Australia,Manuka Honey Choco,9/21/2021,12929.00,20,418
Gunar Cockshoot,Canada,Orange Choco,9/21/2021,2996.00,18,428
Brien Boise,India,White Choc,9/21/2021,1239.00,112,89
Beverie Moffet,New Zealand,Raspberry Choco,9/21/2021,9128.00,179,481
Jan Morforth,New Zealand,Eclairs,9/21/2021,4137.00,107,319
Kaine Padly,Australia,Peanut Butter Cubes,9/21/2021,6482.00,12,260
Husein Augar,India,Drinking Coco,9/21/2021,1393.00,213,50
Dotty Strutley,New Zealand,99% Dark & Pure,9/21/2021,11627.00,96,727
Gunar Cockshoot,Australia,Orange Choco,9/22/2021,3080.00,97,257
Gigi Bohling,USA,70% Dark Bites,9/22/2021,12180.00,271,812
Beverie Moffet,UK,Manuka Honey Choco,9/22/2021,462.00,11,16
Beverie Moffet,UK,50% Dark Bites,9/22/2021,1498.00,128,107
Barr Faughny,New Zealand,Smooth Sliky Salty,9/23/2021,1589.00,65,89
Jehu Rudeforth,Canada,Peanut Butter Cubes,9/23/2021,2184.00,84,95
Brien Boise,Canada,85% Dark Bars,9/23/2021,3073.00,3,129
Rafaelita Blaksland,India,Drinking Coco,9/23/2021,16513.00,93,551
Kaine Padly,Canada,85% Dark Bars,9/23/2021,2051.00,16,90
Beverie Moffet,India,70% Dark Bites,9/23/2021,11109.00,305,1111
Gigi Bohling,Australia,Almond Choco,9/23/2021,574.00,360,25
Barr Faughny,Canada,After Nines,9/24/2021,7532.00,131,314
Brien Boise,Canada,Fruit & Nut Bars,9/24/2021,504.00,170,51
Jehu Rudeforth,USA,White Choc,9/24/2021,12642.00,194,1054
Husein Augar,USA,Drinking Coco,9/24/2021,2569.00,80,92
Karlen McCaffrey,Canada,After Nines,9/24/2021,476.00,24,16
Gunar Cockshoot,Australia,85% Dark Bars,9/24/2021,9884.00,77,430
Wilone O'Kielt,Australia,After Nines,9/24/2021,3731.00,18,150
Gigi Bohling,Australia,Caramel Stuffed Bars,9/24/2021,6727.00,194,293
Beverie Moffet,USA,Drinking Coco,9/24/2021,1869.00,378,67
Gigi Bohling,UK,Organic Choco Syrup,9/24/2021,3262.00,192,142
Van Tuxwell,USA,Drinking Coco,9/24/2021,8057.00,301,299
Jehu Rudeforth,Australia,Peanut Butter Cubes,9/24/2021,91.00,78,5
Beverie Moffet,India,Spicy Special Slims,9/24/2021,3122.00,208,131
Beverie Moffet,Australia,Raspberry Choco,9/24/2021,5033.00,97,360
Kelci Walkden,Australia,70% Dark Bites,9/24/2021,2184.00,199,182
Madelene Upcott,Canada,Raspberry Choco,9/24/2021,721.00,182,41
Rafaelita Blaksland,Australia,Baker's Choco Chips,9/24/2021,5061.00,217,390
Madelene Upcott,New Zealand,White Choc,9/27/2021,12152.00,26,1105
Beverie Moffet,Australia,Fruit & Nut Bars,9/27/2021,15526.00,47,1195
Barr Faughny,India,After Nines,9/27/2021,14525.00,60,581
Madelene Upcott,India,Raspberry Choco,9/27/2021,2485.00,98,131
Brien Boise,UK,Milk Bars,9/27/2021,7091.00,253,245
Dennison Crosswaite,USA,50% Dark Bites,9/27/2021,6846.00,647,428
Mallorie Waber,USA,Caramel Stuffed Bars,9/27/2021,1204.00,273,49
Roddy Speechley,UK,Smooth Sliky Salty,9/27/2021,1883.00,83,111
Jan Morforth,Australia,Choco Coated Almonds,9/27/2021,2723.00,194,144
Dotty Strutley,UK,Manuka Honey Choco,9/27/2021,7196.00,104,219
Rafaelita Blaksland,UK,Raspberry Choco,9/27/2021,1078.00,307,49
Marney O'Breen,Canada,Eclairs,9/28/2021,4998.00,67,385
Gunar Cockshoot,India,70% Dark Bites,9/28/2021,8127.00,206,581
Camilla Castle,India,Caramel Stuffed Bars,9/28/2021,6006.00,202,273
Oby Sorrel,Australia,Organic Choco Syrup,9/28/2021,13349.00,208,431
Andria Kimpton,Australia,Raspberry Choco,9/28/2021,994.00,42,50
Husein Augar,New Zealand,Raspberry Choco,9/28/2021,6160.00,163,363
Husein Augar,USA,Spicy Special Slims,9/28/2021,2569.00,210,108
Marney O'Breen,Australia,Fruit & Nut Bars,9/28/2021,3206.00,473,321
Dotty Strutley,Canada,70% Dark Bites,9/29/2021,665.00,112,52
Rafaelita Blaksland,India,Almond Choco,9/29/2021,427.00,16,26
Gunar Cockshoot,USA,Spicy Special Slims,9/29/2021,5166.00,83,216
Van Tuxwell,New Zealand,Baker's Choco Chips,9/29/2021,8603.00,93,574
Mallorie Waber,Australia,Organic Choco Syrup,9/29/2021,1904.00,205,71
Brien Boise,Australia,Almond Choco,9/29/2021,3766.00,252,210
Camilla Castle,India,White Choc,9/29/2021,1337.00,17,134
Roddy Speechley,UK,Mint Chip Choco,9/29/2021,12775.00,347,913
Madelene Upcott,Canada,50% Dark Bites,9/29/2021,7812.00,40,601
Dotty Strutley,India,Almond Choco,9/29/2021,3976.00,199,249
Kelci Walkden,Australia,After Nines,9/29/2021,13083.00,337,437
Jan Morforth,Canada,Caramel Stuffed Bars,9/29/2021,4487.00,18,187
Mallorie Waber,UK,Choco Coated Almonds,9/29/2021,5313.00,96,253
Curtice Advani,Australia,Caramel Stuffed Bars,9/29/2021,2163.00,195,91
Oby Sorrel,New Zealand,Milk Bars,9/29/2021,4830.00,29,173
Curtice Advani,Australia,Drinking Coco,9/29/2021,7959.00,59,295
Curtice Advani,USA,Orange Choco,9/29/2021,4067.00,14,452
Jan Morforth,New Zealand,Orange Choco,9/29/2021,1120.00,21,80
Brien Boise,Australia,Fruit & Nut Bars,9/29/2021,10829.00,30,722
Beverie Moffet,New Zealand,Orange Choco,9/29/2021,5068.00,183,724
Gunar Cockshoot,New Zealand,Smooth Sliky Salty,9/29/2021,9156.00,88,436
Marney O'Breen,New Zealand,Organic Choco Syrup,9/30/2021,6944.00,227,240
Kaine Padly,New Zealand,White Choc,9/30/2021,2870.00,152,169
Beverie Moffet,India,Smooth Sliky Salty,9/30/2021,4403.00,145,210
Madelene Upcott,Australia,Eclairs,9/30/2021,4312.00,100,240
Dotty Strutley,India,After Nines,10/1/2021,1050.00,49,33
Camilla Castle,Australia,Raspberry Choco,10/1/2021,1890.00,84,119
Marney O'Breen,USA,70% Dark Bites,10/1/2021,5348.00,170,764
Gigi Bohling,Australia,Spicy Special Slims,10/1/2021,11214.00,140,534
Van Tuxwell,Canada,Spicy Special Slims,10/1/2021,1113.00,196,49
Kaine Padly,New Zealand,Drinking Coco,10/1/2021,2268.00,196,88
Rafaelita Blaksland,India,Fruit & Nut Bars,10/1/2021,6419.00,141,378
Kelci Walkden,USA,Fruit & Nut Bars,10/1/2021,7539.00,162,419
Kaine Padly,Canada,99% Dark & Pure,10/1/2021,9520.00,87,414
Wilone O'Kielt,UK,Fruit & Nut Bars,10/1/2021,6209.00,262,518
Kaine Padly,UK,Almond Choco,10/1/2021,1652.00,271,92
Mallorie Waber,Canada,Caramel Stuffed Bars,10/1/2021,6657.00,179,278
Jan Morforth,Australia,Peanut Butter Cubes,10/1/2021,12460.00,127,656
Gunar Cockshoot,Canada,85% Dark Bars,10/1/2021,9548.00,365,455
Jan Morforth,India,Organic Choco Syrup,10/1/2021,8176.00,204,356
Mallorie Waber,USA,Mint Chip Choco,10/1/2021,7903.00,260,465
Wilone O'Kielt,India,99% Dark & Pure,10/1/2021,4473.00,396,224
Camilla Castle,USA,Organic Choco Syrup,10/1/2021,4536.00,337,175
Curtice Advani,New Zealand,Baker's Choco Chips,10/4/2021,3962.00,21,397
Mallorie Waber,UK,70% Dark Bites,10/4/2021,21588.00,74,1440
Barr Faughny,New Zealand,Manuka Honey Choco,10/4/2021,16394.00,115,547
Kelci Walkden,India,Drinking Coco,10/4/2021,3101.00,115,115
Dotty Strutley,India,Manuka Honey Choco,10/4/2021,4039.00,16,131
Roddy Speechley,New Zealand,Peanut Butter Cubes,10/5/2021,2975.00,248,124
Madelene Upcott,New Zealand,Baker's Choco Chips,10/5/2021,5320.00,163,532
Marney O'Breen,India,85% Dark Bars,10/5/2021,287.00,190,16
Rafaelita Blaksland,India,Caramel Stuffed Bars,10/5/2021,6902.00,37,277
Camilla Castle,Canada,Organic Choco Syrup,10/5/2021,5726.00,438,230
Dotty Strutley,New Zealand,Baker's Choco Chips,10/5/2021,1512.00,80,168
Van Tuxwell,USA,Manuka Honey Choco,10/5/2021,5845.00,114,183
Barr Faughny,India,Manuka Honey Choco,10/5/2021,3038.00,8,98
Curtice Advani,New Zealand,Peanut Butter Cubes,10/5/2021,1085.00,197,44
Madelene Upcott,USA,White Choc,10/5/2021,1029.00,306,86
Kelci Walkden,USA,Spicy Special Slims,10/5/2021,10038.00,14,457
Wilone O'Kielt,Canada,85% Dark Bars,10/5/2021,10843.00,65,493
Madelene Upcott,Australia,Choco Coated Almonds,10/6/2021,3101.00,526,141
Camilla Castle,Australia,Peanut Butter Cubes,10/6/2021,1162.00,265,56
Curtice Advani,UK,After Nines,10/6/2021,3885.00,168,126
Roddy Speechley,Australia,After Nines,10/6/2021,8960.00,85,299
Dennison Crosswaite,India,Smooth Sliky Salty,10/6/2021,6902.00,46,406
Kelci Walkden,USA,Baker's Choco Chips,10/6/2021,4830.00,215,440
Kelci Walkden,USA,Drinking Coco,10/6/2021,1792.00,36,75
Karlen McCaffrey,USA,50% Dark Bites,10/6/2021,18165.00,50,1514
Mallorie Waber,UK,Mint Chip Choco,10/6/2021,5152.00,142,322
Gunar Cockshoot,UK,70% Dark Bites,10/6/2021,812.00,314,74
Andria Kimpton,UK,Orange Choco,10/7/2021,1918.00,154,137
Van Tuxwell,New Zealand,99% Dark & Pure,10/7/2021,4879.00,82,287
Oby Sorrel,UK,85% Dark Bars,10/7/2021,4788.00,264,252
Jan Morforth,USA,After Nines,10/7/2021,6860.00,280,229
Kelci Walkden,USA,Mint Chip Choco,10/7/2021,6461.00,238,404
Mallorie Waber,USA,99% Dark & Pure,10/7/2021,77.00,61,5
Marney O'Breen,Canada,Peanut Butter Cubes,10/8/2021,1358.00,459,76
Barr Faughny,New Zealand,Spicy Special Slims,10/8/2021,9373.00,203,361
Marney O'Breen,Australia,85% Dark Bars,10/8/2021,2968.00,42,186
Beverie Moffet,USA,Milk Bars,10/8/2021,6111.00,79,266
Kelci Walkden,Canada,Spicy Special Slims,10/8/2021,13251.00,290,631
Camilla Castle,New Zealand,White Choc,10/8/2021,8085.00,185,674
Barr Faughny,UK,Drinking Coco,10/8/2021,15022.00,299,626
Roddy Speechley,Canada,Almond Choco,10/8/2021,3003.00,11,131
Brien Boise,Australia,White Choc,10/8/2021,7602.00,229,845
Roddy Speechley,Canada,Manuka Honey Choco,10/8/2021,4368.00,23,151
Kaine Padly,USA,Fruit & Nut Bars,10/8/2021,3577.00,2,224
Curtice Advani,USA,70% Dark Bites,10/8/2021,2590.00,300,200
Gigi Bohling,India,Mint Chip Choco,10/8/2021,931.00,43,72
Ches Bonnell,USA,Milk Bars,10/8/2021,8750.00,207,283
Andria Kimpton,New Zealand,85% Dark Bars,10/8/2021,1960.00,170,104
Gigi Bohling,New Zealand,Peanut Butter Cubes,10/8/2021,7252.00,189,363
Barr Faughny,Canada,Raspberry Choco,10/8/2021,9933.00,69,552
Mallorie Waber,USA,Peanut Butter Cubes,10/11/2021,7434.00,267,413
Dennison Crosswaite,USA,Almond Choco,10/11/2021,9275.00,451,442
Gigi Bohling,Canada,After Nines,10/11/2021,1274.00,246,51
Dennison Crosswaite,UK,Fruit & Nut Bars,10/11/2021,9737.00,298,650
Jan Morforth,New Zealand,Baker's Choco Chips,10/11/2021,2569.00,153,257
Camilla Castle,UK,Eclairs,10/11/2021,14959.00,299,713
Barr Faughny,USA,Peanut Butter Cubes,10/11/2021,8939.00,38,389
Rafaelita Blaksland,India,Spicy Special Slims,10/11/2021,2688.00,179,108
Jan Morforth,New Zealand,Smooth Sliky Salty,10/11/2021,3675.00,178,217
Jan Morforth,Canada,Drinking Coco,10/11/2021,10738.00,256,430
Curtice Advani,Canada,Peanut Butter Cubes,10/11/2021,812.00,109,41
Husein Augar,Australia,Almond Choco,10/11/2021,10612.00,54,590
Brien Boise,Australia,Spicy Special Slims,10/11/2021,3822.00,280,160
Gunar Cockshoot,USA,Almond Choco,10/11/2021,1463.00,195,67
Ches Bonnell,Canada,Organic Choco Syrup,10/11/2021,3262.00,350,126
Mallorie Waber,USA,70% Dark Bites,10/11/2021,217.00,55,17
Curtice Advani,India,Organic Choco Syrup,10/11/2021,5600.00,50,187
Curtice Advani,Australia,Spicy Special Slims,10/11/2021,1120.00,121,56
Beverie Moffet,Australia,Milk Bars,10/11/2021,294.00,20,11
Jehu Rudeforth,Australia,Eclairs,10/12/2021,5663.00,231,334
Van Tuxwell,Australia,Organic Choco Syrup,10/12/2021,10689.00,83,428
Beverie Moffet,India,Caramel Stuffed Bars,10/12/2021,70.00,197,3
Oby Sorrel,New Zealand,Spicy Special Slims,10/12/2021,9093.00,45,379
Dotty Strutley,Canada,Spicy Special Slims,10/12/2021,14238.00,193,594
Kaine Padly,Australia,Drinking Coco,10/12/2021,2408.00,103,84
Marney O'Breen,New Zealand,Drinking Coco,10/12/2021,203.00,158,8
Dennison Crosswaite,UK,Milk Bars,10/12/2021,2359.00,163,99
Jehu Rudeforth,Canada,Spicy Special Slims,10/12/2021,6650.00,42,247
Jehu Rudeforth,New Zealand,Smooth Sliky Salty,10/12/2021,5845.00,25,390
Dotty Strutley,USA,Milk Bars,10/12/2021,3206.00,179,124
Van Tuxwell,Canada,Almond Choco,10/12/2021,2632.00,241,155
Kelci Walkden,Canada,Eclairs,10/12/2021,6895.00,148,406
Brien Boise,Australia,70% Dark Bites,10/12/2021,140.00,419,20
Madelene Upcott,UK,Caramel Stuffed Bars,10/13/2021,2107.00,143,82
Barr Faughny,Canada,Smooth Sliky Salty,10/13/2021,10136.00,47,676
Kelci Walkden,New Zealand,50% Dark Bites,10/13/2021,15722.00,73,1966
Ches Bonnell,Canada,Caramel Stuffed Bars,10/13/2021,1323.00,288,49
Kelci Walkden,USA,50% Dark Bites,10/13/2021,4767.00,5,398
Jehu Rudeforth,India,Orange Choco,10/13/2021,20825.00,258,2314
Camilla Castle,UK,Fruit & Nut Bars,10/13/2021,4627.00,300,331
Karlen McCaffrey,New Zealand,Manuka Honey Choco,10/14/2021,4095.00,2,158
Beverie Moffet,New Zealand,Fruit & Nut Bars,10/14/2021,8365.00,98,761
Ches Bonnell,Canada,Peanut Butter Cubes,10/14/2021,4193.00,123,210
Gigi Bohling,Australia,Manuka Honey Choco,10/14/2021,5754.00,335,206
Barr Faughny,UK,70% Dark Bites,10/14/2021,9093.00,211,827
Karlen McCaffrey,USA,Organic Choco Syrup,10/14/2021,3675.00,342,154
Gunar Cockshoot,New Zealand,99% Dark & Pure,10/15/2021,2555.00,74,135
Jehu Rudeforth,USA,70% Dark Bites,10/15/2021,1071.00,205,134
Mallorie Waber,USA,Organic Choco Syrup,10/15/2021,3612.00,191,145
Dotty Strutley,USA,Baker's Choco Chips,10/15/2021,1540.00,229,97
Barr Faughny,UK,After Nines,10/15/2021,6790.00,235,262
Van Tuxwell,New Zealand,Drinking Coco,10/18/2021,9863.00,165,353
Oby Sorrel,Australia,Smooth Sliky Salty,10/18/2021,1106.00,160,74
Barr Faughny,Australia,Caramel Stuffed Bars,10/18/2021,3129.00,299,105
Dotty Strutley,Australia,85% Dark Bars,10/18/2021,7077.00,136,373
Gigi Bohling,Australia,50% Dark Bites,10/18/2021,392.00,51,27
Kaine Padly,India,Manuka Honey Choco,10/18/2021,7952.00,194,319
Dennison Crosswaite,UK,Peanut Butter Cubes,10/18/2021,10703.00,166,487
Brien Boise,India,Choco Coated Almonds,10/18/2021,9660.00,132,440
Husein Augar,India,Smooth Sliky Salty,10/18/2021,3808.00,191,293
Madelene Upcott,USA,Fruit & Nut Bars,10/18/2021,4060.00,353,313
Barr Faughny,New Zealand,Choco Coated Almonds,10/18/2021,12236.00,42,816
Marney O'Breen,UK,Drinking Coco,10/19/2021,959.00,16,44
Dotty Strutley,UK,50% Dark Bites,10/19/2021,2114.00,100,193
